,0
99,5.6518868692264626
100,5.1174989325918
101,4.837368381571024
102,4.048949759889465
103,4.380275690139551
104,4.236388862901183
105,4.8168487661395565
106,5.6677351839815255
107,4.209630584138922
108,4.569642181632071
109,4.138635446661004
110,4.695741755473991
111,4.239681939266093
112,6.3041119902009655
113,5.8663693616704
114,4.57233330545262
115,5.6206434809748185
116,5.011621984659891
117,4.407151056582875
118,5.675986821794527
119,5.88311911758747
120,4.677730230830325
121,4.859158676577948
122,5.162325721521513
123,4.944982661087528
124,5.025155676998378
125,5.026879210863383
126,4.929775407149776
127,4.177556850099802
128,5.131146088481129
129,4.444463085439726
130,4.870668458908965
131,5.169735495247676
132,3.9475236768783466
133,4.005827754349753
134,4.245013310306179
135,4.490359801036556
136,4.389817537628825
137,4.468489643426616
138,4.389875418720853
139,4.736371207717496
140,4.722144889593595
141,4.170086671056408
142,4.825849276929874
143,5.224048598788719
144,5.026879210863383
145,4.378521005907781
146,4.371334056722154
147,4.275123376768819
148,4.181558983822995
149,5.025155676998378
150,5.025155676998378
151,5.037418937684342
152,4.173009869918172
153,4.4132056924378
154,4.856784941533193
155,5.951932015100541
156,4.744510912370337
157,4.790562296772265
158,4.203827861848341
159,5.145904430122214
160,4.440232686306642
161,4.017962843300637
162,5.277272839068649
163,4.237936427452558
164,5.1010629269023635
165,4.782706146923097
166,4.651628514966558
167,4.78617381555577
168,4.489770055515935
169,5.076561154206587
170,4.13723382541106
171,5.190501500304136
172,4.183058216709796
173,4.421541724146483
174,5.026879210863383
175,4.540693430868288
176,4.88189290459448
177,6.9664228300867945
178,5.877633604993397
179,4.259596063606348
180,5.738176171675721
181,5.034915561768363
182,5.629543917233821
183,4.922007587120572
184,4.612467845619929
185,4.3327636053481005
186,5.098626419890425
187,5.178367625812191
188,4.7942036797655385
189,5.833963441441915
190,5.81459810444327
191,4.74614691094826
192,5.040391913919319
193,4.252813603527313
194,5.343733823677622
195,4.716154852506741
196,4.072506413051654
197,4.359333029100217
198,4.807597043231234
199,4.870858232168376
200,5.026879210863383
201,4.258766348902238
202,5.53934714994371
203,4.375198603247701
204,4.342032565055951
205,5.307112549999471
206,5.036278109995158
207,4.247758555480001
208,4.837801225493078
209,6.052210986569707
210,5.06488811159479
211,4.294220229430813
212,4.02622834621788
213,4.939800588388518
214,4.805188986800698
215,5.039978579946175
216,4.339383876076514
217,5.038921206298769
218,5.164902161879543
219,5.667081508500547
220,4.248079177939375
221,4.272006416736065
222,5.471032578995616
223,5.153518196082318
224,6.247316687276142
225,5.0860576104598945
226,5.026019004368853
227,5.026217282894145
228,4.102557271053792
229,5.8508251653461905
230,4.075070841705862
231,4.405258482466621
232,4.052929733611448
233,4.866283393651415
234,5.30828050332592
235,4.76019607434508
236,5.026911129993027
237,5.026879210863383
238,5.768015451659243
239,4.926610797262427
240,4.24848259027468
241,5.607488156475214
242,4.43519655277949
243,4.4464500366012105
244,4.084784498774002
245,4.809301359838282
246,5.026879210863383
247,4.4674466483411095
248,4.045880863102247
249,4.240486377015906
250,4.324527627455736
251,4.367938450370785
252,4.716821161439277
253,6.254407103618961
254,4.274265170780441
255,4.2425598881385245
256,4.417661221432217
257,5.18412118986593
258,5.971875670248992
259,5.646702932817927
260,4.199356752079571
261,4.5506113083022015
262,5.025155676998378
263,6.032713652482129
264,4.040003365885657
265,5.168687757002698
266,4.407277281997205
267,4.276832723722249
268,5.072719034762592
269,4.11243881640343
270,4.124116638018948
271,3.962172143441694
272,4.373093086824056
273,4.664329730508441
274,4.427191443392329
275,4.644128230983346
276,4.882767971047106
277,3.8669702879966112
278,4.063098786271504
279,4.856933724829091
280,4.978201143356967
281,4.356983300476917
282,4.198008263549855
283,4.698645475044904
284,5.153496412536645
285,4.3815309265783675
286,5.55811488940564
287,4.906886033106899
288,5.832941323387827
289,4.374252884818084
290,5.953423411769362
291,4.804826807059471
292,4.0493037196938175
293,4.379987577698816
294,4.381580472556642
295,4.827750401957169
296,3.739321433949701
297,4.241231835826556
298,3.7268369575965563
299,4.594990900476376
300,5.4617028031007235
301,4.810992077565103
302,5.19199566884509
303,5.202166119862688
304,4.090782114026656
305,5.094735029290094
306,5.143623330108038
307,6.052768068205303
308,4.783722938031529
309,4.170601692856515
310,4.131848491067141
311,4.383817190867476
312,4.107166519542137
313,3.4791180618991597
314,4.289804346104875
315,4.673921162915224
316,4.164143854840443
317,4.807881207201406
318,5.184044824824582
319,5.173248855283452
320,4.461963796171041
321,4.527732362711971
322,4.178456042082775
323,5.871037700773385
324,4.932181719241903
325,4.129586261860078
326,6.2332647942305845
327,4.856182768166046
328,6.169248247944751
329,4.246197832289143
330,4.468832085687299
331,6.106441378998042
332,5.038441199058487
333,4.790562296772265
334,4.303104881476658
335,4.481427068132006
336,5.087106917981636
337,4.830245705363644
338,4.3157271366096195
339,4.380653064211512
340,5.025155676998378
341,5.026879210863383
342,3.8991952211795406
343,5.040391913919319
344,4.779476051546464
345,4.359314850970634
346,5.378064756867393
347,4.742012426477809
348,5.39974606020136
349,4.163281068469944
350,5.65842096141287
351,4.820555240377549
352,4.851856520716998
353,5.149680552831249
354,4.053568699697436
355,4.161361876129867
356,5.026019004368853
357,5.052192730884836
358,6.357143081456567
359,4.374929449356936
360,5.285548159754267
361,4.818974791870377
362,5.257547691866279
363,4.332424313656731
364,5.124392673647686
365,4.01908192323411
366,4.600570519033719
367,5.70115306339662
368,5.025155676998378
369,4.806866507250546
370,4.227857425519989
371,5.173794148083396
372,6.227710530915757
373,4.522714085655393
374,4.131566957523946
375,3.825675596245578
376,4.348728295270348
377,5.036639095633368
378,5.120420309509054
379,5.657121140659743
380,5.363380307099677
381,4.171230404468132
382,5.422439076560762
383,4.302400119829729
384,4.284245006985959
385,4.646917845682756
386,5.034915561768363
387,4.118475803504129
388,4.2491137134474055
389,5.025155676998378
390,4.821766570886728
391,6.021155919027806
392,4.224152792844824
393,5.2810550097162
394,5.294943561294447
395,5.025155676998378
396,5.034915561768363
397,5.29666276487865
398,4.646729464761257
399,6.802111767949892
400,5.229769645319465
401,4.341416271029044
402,4.6953754259671
403,5.356775056546013
404,5.245098244202819
405,4.38588390429286
406,4.260849925136983
407,4.654918231675126
408,4.808132479991048
409,5.122180551111623
410,4.26180558135987
411,5.047443807449979
412,5.237665468251633
413,4.305623256606512
414,5.00285633910498
415,5.167411322353057
416,4.261073826595431
417,6.366537183694121
418,4.74451117533351
419,4.78617381555577
420,4.0265232166506
421,4.8523403667662945
422,4.092240028137089
423,5.35773018939162
424,4.888608145203627
425,5.2122558121885225
426,4.318856627468976
427,6.305053462608303
428,5.126165217957538
429,4.138354761688633
430,5.536891627411738
431,5.170590530910765
432,5.463441652022182
433,4.149633643597892
434,6.485634965680523
435,3.9701058691844255
436,4.882306862565839
437,5.480232450227375
438,4.79338467493849
439,5.267499507479994
440,4.386767566060535
441,5.409356553172733
442,5.867521186796557
443,5.115599679840155
444,4.854113848037328
445,5.308873602152037
446,4.770237922022474
447,4.381371159498764
448,4.7261208425217305
449,4.477933871523312
450,5.125245842676245
451,5.172211217723834
452,5.391419880648106
453,5.071435686947438
454,4.435229180909649
455,3.9238204290609833
456,4.36288741284648
457,4.319835696803892
458,5.033931104394043
459,5.037149522465475
460,5.279634941383387
461,5.656071452677726
462,5.2748002887533785
463,4.585964152362094
464,4.4797954142520275
465,5.026879210863383
466,4.805790821426837
467,4.610557580370676
468,5.156266034255263
469,5.583932586222589
470,4.37620729426574
471,4.4090380963682145
472,4.114361161515126
473,5.025155676998378
474,4.1794677991896405
475,5.040391913919319
476,4.800950902852978
477,5.130722698092829
478,4.314317178244352
479,5.6077078267534555
480,4.091108845638451
481,4.72001300244188
482,3.967047635758402
483,4.031933805700018
484,5.046037994765143
485,5.540750173867405
486,5.159843008044283
487,4.778210040119603
488,4.747367999118343
489,4.301422823909765
490,4.909144350188794
491,5.340696682650881
492,4.803815247883562
493,5.034915561768363
494,4.740071481978483
495,5.965349214850701
496,5.063376171689018
497,4.798556501532825
498,4.414121983399046
499,5.3838006195583965
500,5.194242705269732
501,5.668322005603434
502,4.212750160309735
503,5.226980423856102
504,4.341835129699066
505,4.369549054238441
506,5.415979377270573
507,4.279357938537101
508,5.503572328234356
509,4.289872400138493
510,4.722600286236544
511,4.178765460128825
512,5.147267332744783
513,5.026879210863383
514,4.876789454275154
515,4.731442570534732
516,4.186475718548955
517,4.337269740893521
518,4.844584725376621
519,4.630039081241348
520,4.271096236792243
521,4.364290879876426
522,4.355609619787715
523,6.162296043901462
524,5.034915561768363
525,5.674735236734324
526,4.588705206806609
527,4.060156720177404
528,5.025155676998378
529,4.871524708181889
530,4.6339422059446935
531,5.041933614035702
532,4.945680346466199
533,4.1902292528700515
534,4.270903762131208
535,5.686196050029798
536,5.065996075811525
537,5.171001862319396
538,4.145928597895716
539,6.237069868296435
540,4.428573857966632
541,4.289280856466558
542,5.043092505407956
543,4.7793318631359245
544,5.025155676998378
545,4.924964274598993
546,4.452458595791271
547,4.559753363384295
548,4.838979784213879
549,4.778018211444699
550,4.593718366529418
551,5.8649685613911
552,4.46040077195188
553,4.230876939051268
554,5.732847008790487
555,4.839142075480054
556,4.076073464424224
557,5.026879210863383
558,4.927164471415212
559,3.2918081998854842
560,4.447425555770885
561,4.375327550457714
562,4.854113848037328
563,4.885292008142895
564,5.131104385239747
565,4.3993079156462365
566,4.777115492162345
567,5.26563724617499
568,4.469319677573652
569,4.61610307673895
570,5.160557729567767
571,4.820074222090511
572,5.131777255966011
573,5.27405077564603
574,4.838060508703811
575,4.872623731402065
576,5.170171749914197
577,5.17937906676912
578,5.025155676998378
579,5.2876062778822375
580,4.276965856618485
581,4.165161790517701
582,4.533328069898413
583,5.259648815272952
584,5.165732960523949
585,4.049651581188568
586,4.809062669146577
587,4.464827877185417
588,6.114555499151811
589,4.776141326457747
590,5.034915561768363
591,3.587786058611874
592,4.7843995253152825
593,4.798362773412933
594,4.855853227927192
595,4.37587274723543
596,4.805579871008192
597,4.413926859829302
598,5.396444211135725
599,3.7452367045954142
600,4.405265742133308
601,5.040323184991886
602,5.600922780310719
603,3.65959040484823
604,4.289687289909716
605,6.249938985130845
606,6.056419784945007
607,4.394637667882919
608,4.938614165725831
609,5.168488246463198
610,4.384844868743302
611,4.8105729974598495
612,5.035778889138836
613,4.353013543983918
614,5.595254463252709
615,3.924716993559745
616,4.289059853037467
617,5.695787397426693
618,5.818552602508193
619,5.273677039842419
620,5.731092286165264
621,6.422464689424665
622,4.364869031856531
623,5.168301501828955
624,4.224197564288481
625,4.392268772642883
626,4.759399311320253
627,4.010656369177015
628,5.604535538887236
629,4.336131117191413
630,4.362534876368159
631,4.311598913494773
632,4.1543485300994805
633,4.388585298673924
634,4.459924365899693
635,4.364786969274029
636,3.896718608741495
637,5.223491354024295
638,4.413544616276794
639,4.404513081355492
640,4.443639246545552
641,5.546566892579694
642,4.094676500956355
643,4.3631500687116445
644,6.934846706297421
645,4.327118403809512
646,4.848114527211072
647,5.034915561768363
648,4.862864976247073
649,4.237268201526293
650,5.188061096608831
651,4.360498438382884
652,4.2460144728769595
653,4.479033856761854
654,4.601223637151331
655,4.118471492440333
656,4.321759614743418
657,4.843532836975461
658,5.145816448732703
659,4.3586377562061
660,4.361023970652526
661,6.251250937105269
662,4.48791031453457
663,4.653771631456681
664,4.413774714172307
665,4.351752755357716
666,5.125401105259338
667,4.813019366166484
668,5.141030600738192
669,4.288481755332914
670,4.1513609494494865
671,4.335390124001742
672,5.131322026974108
673,4.761450933330755
674,4.8387662954141435
675,5.159612872663954
676,4.344528775227939
677,5.026879210863383
678,5.036278109995158
679,4.794855098097737
680,5.23728826647956
681,4.594687636915343
682,6.417987467530745
683,6.025876818239022
684,4.29133572464655
685,5.025155676998378
686,4.917871740269987
687,5.265283406508751
688,5.152922296608015
689,5.162367269683528
690,4.264368138396133
691,5.678888111853856
692,4.175699072599512
693,6.048335771080161
694,4.381677960578989
695,4.330627643453384
696,5.051773031035499
697,5.16317386910675
698,4.367428931368548
699,5.535719590577713
700,4.8084612792950665
701,4.381522910050022
702,4.782797434104637
703,5.356886019835794
704,5.89133679169354
705,5.020339620438504
706,5.589689220766619
707,5.026879210863383
708,5.104157173272299
709,4.78351578810916
710,4.426267665069562
711,5.607869016512488
712,5.125110260291569
713,5.717192125206404
714,4.388859476292016
715,4.371942760807483
716,5.186713157037253
717,5.034915561768363
718,4.415838196071143
719,4.2808577350243855
720,5.429267183533977
721,4.382378122803068
722,5.347389965043613
723,4.788679774293373
724,4.786865449723905
725,4.858124531599192
726,5.038009728960007
727,4.247420635344384
728,4.410416798698492
729,6.3494621640203635
730,4.36681812438904
731,4.302989088416554
732,4.308416841600989
733,4.829341502769738
734,4.803981877715517
735,4.797158587689705
736,6.765153471556966
737,4.075662836972952
738,5.680614276594263
739,5.046068448836396
740,4.162258600234833
741,4.47990397876764
742,5.5024773896379635
743,5.186620028299829
744,5.592736926716266
745,4.7998425633335655
746,5.06169677059678
747,4.103248351842787
748,4.483682077540842
749,4.533044750909061
750,4.233806249772584
751,4.233113018253956
752,5.3767786183066315
753,3.999790829012179
754,4.798423529261911
755,4.64467675294679
756,5.1613134929068005
757,5.1152457079556335
758,4.441451169424739
759,4.252220180457687
760,4.292100245771572
761,4.7577051752382475
762,5.280777128378638
763,4.046462746786332
764,4.360660149348815
765,4.048304825762607
766,4.6978639585406095
767,5.6394699263229535
768,5.036278109995158
769,5.151967175314031
770,4.701654735058355
771,4.25479369236888
772,5.296933300150658
773,5.388825046469218
774,5.036639095633368
775,5.036278109995158
776,4.924540115468328
777,5.360416410700447
778,4.780764970139176
779,4.407277281997205
780,4.3268189843928155
781,4.799762951834735
782,4.216563356261272
783,4.37942389493701
784,6.113847910729112
785,5.322648754173054
786,4.306811317270229
787,5.6621049533282966
788,4.168406583057076
789,5.109891234394277
790,4.354141404363879
791,4.898646055853398
792,5.143236232437784
793,4.33273701624074
794,4.428764607713826
795,4.348668665522561
796,4.417250159575028
797,4.905504933857744
798,5.545485091483571
799,5.025155676998378
800,4.084177094386073
801,4.814363659432285
802,4.793460360981272
803,4.1500980579083295
804,4.476585412853921
805,4.254674055402532
806,4.352642785618192
807,5.1011526491186885
808,4.255134377180658
809,5.025155676998378
810,5.498714745741087
811,4.332205229591075
812,5.809537068768629
813,5.159112877877626
814,4.8387662954141435
815,5.598871724125474
816,4.0278723800411935
817,4.779257659354328
818,4.095330241201233
819,4.510398694390367
820,5.134136465353099
821,4.104499310220704
822,5.498433699076721
823,4.348801242610307
824,4.363812755412489
825,4.844584725376621
826,4.835482811285061
827,4.620295090865185
828,4.733606186328872
829,4.837660364557591
830,5.034915561768363
831,4.386377551608437
832,4.394995059282414
833,5.026879210863383
834,4.42910176057153
835,5.1672049010771675
836,5.280400147397103
837,4.343291358464376
838,4.148020661192874
839,5.036639095633368
840,4.319637808228899
841,4.612898494695874
842,4.3308323475434
843,4.361926767715453
844,5.139181448195503
845,3.977936302834373
846,4.45573792882824
847,5.159139154544452
848,5.4896339816487085
849,4.876789454275154
850,3.806064389843567
851,5.749019572517582
852,4.780912431793241
853,5.1584563327221815
854,4.261343254227502
855,4.831030112863884
856,5.125952031155104
857,5.026879210863383
858,5.548686667137702
859,4.705714471690611
860,4.777377851765
861,5.209893464967495
862,4.404362930662259
863,4.8057690588943585
864,5.063004084441568
865,4.501213354837557
866,4.2278353302432405
867,4.242984489533347
868,5.891445711025551
869,4.329407880369574
870,4.33318706658999
871,4.170354395029101
872,5.819028937635537
873,4.229772722821256
874,4.964187075818083
875,5.109920580736507
876,5.131583886467993
877,4.607534288759335
878,4.471209862193761
879,5.26090104668174
880,6.2241935776052095
881,5.859044999982932
882,4.119740524704159
883,4.416650300694628
884,5.025155676998378
885,4.653216020260806
886,3.9315503240473024
887,4.322089846613723
888,4.72745951352977
889,4.252366168454398
890,4.808977875399063
891,4.9089429900650705
892,3.996569592793943
893,5.025155676998378
894,4.812986188494285
895,4.286190317541538
896,5.272187858406849
897,4.272392454982642
898,5.025155676998378
899,5.026879210863383
900,5.1897085281203355
901,5.673755797850676
902,4.801383939524085
903,6.203233503487736
904,4.244419998050933
905,4.27936627046011
906,5.350770113807901
907,4.247442559500898
908,5.1358647052615325
909,4.758849797853868
910,5.806308855161209
911,4.834851318944657
912,5.026879210863383
913,4.356250673577132
914,4.857527110425081
915,4.454124336304898
916,4.2455997394659715
917,5.1436486577730784
918,4.341954471664824
919,4.798237100028398
920,5.025155676998378
921,4.837113943037308
922,4.661287457352651
923,3.940123812279568
924,4.275019056734914
925,5.034915561768363
926,4.766773877593194
927,5.12281574908362
928,5.025155676998378
929,4.799569153949577
930,4.204286429500314
931,3.935524913041948
932,4.298222827388115
933,5.120332021130026
934,5.59432968789623
935,5.025155676998378
936,5.026879210863383
937,3.889374356429143
938,4.406189641374094
939,4.880968250808613
940,4.42237569842456
941,4.7656875987745
942,4.2525366753626175
943,4.46336727523475
944,4.204760084968909
945,5.569064340914755
946,4.245494807202951
947,6.225166778889173
948,4.778931182526215
949,4.760207603597883
950,5.034915561768363
951,4.950088915502205
952,4.758904690249005
953,4.529121007831428
954,4.231744653571212
955,4.301863414443715
956,5.584479640066566
957,5.286908609028983
958,5.026879210863383
959,4.030438692033073
960,4.417580609587054
961,4.170336150439699
962,4.634371101172533
963,5.666113689388936
964,5.296168856816609
965,4.387096700643727
966,4.806120956647393
967,4.682202079801824
968,4.805946758457855
969,4.8146682360070105
970,4.36986095750659
971,4.281383671013681
972,4.311767743111776
973,4.879207393905472
974,4.291083701320918
975,4.383291096413301
976,4.6976848877591415
977,4.78617381555577
978,4.109917996508334
979,4.878574756207035
980,5.78160086830482
981,4.224927371676333
982,4.293926535522642
983,4.142896532712592
984,4.189412924912514
985,4.891875183557808
986,4.414155453522527
987,4.9067842859721456
988,6.296386439352893
989,4.281721861633333
990,4.304533729415726
991,5.036639095633368
992,4.386817698722213
993,5.463310545995719
994,5.046037994765143
995,5.887270516823179
996,5.1483927700593926
997,4.609891463272731
998,4.263687501014081
999,4.981157588895216
1000,4.088669040817667
1001,4.667384405397032
1002,5.20136579467399
1003,4.312401642089135
1004,3.95578893628415
1005,5.026019004368853
1006,5.275250750886277
1007,4.893904674509218
1008,5.032286834086907
1009,4.145228365308702
1010,4.094817360694434
1011,5.214198394525866
1012,5.026879210863383
1013,5.025155676998378
1014,4.352789805056356
1015,4.272368037338637
1016,5.035778889138836
1017,4.763758408413234
1018,5.43337327466714
1019,3.889741110421915
1020,4.777750654034258
1021,4.337529976051922
1022,4.260247756314976
1023,5.437288127864719
1024,5.08974488876574
1025,4.661417067681936
1026,4.2299519087147575
1027,4.339520987756041
1028,4.412121561896202
1029,5.262942041622826
1030,4.649839276015999
1031,5.124333996277571
1032,4.0189960362003045
1033,4.793480816221022
1034,5.7000581712334295
1035,4.803773277401388
1036,4.223746787390846
1037,5.139135892926523
1038,5.034915561768363
1039,4.145329493524684
1040,4.518265831185744
1041,4.421018078902873
1042,6.33917730656182
1043,5.148478850961996
1044,5.043092505407956
1045,4.793023193180181
1046,5.026879210863383
1047,5.446054041580411
1048,4.214399501336669
1049,5.040391913919319
1050,6.004917390164472
1051,4.424536804263794
1052,4.422978547342842
1053,4.81825483077368
1054,4.22213452882275
1055,4.700365578603235
1056,5.209405728122924
1057,4.793023193180181
1058,6.226997672172113
1059,4.244120086309992
1060,5.128856547449691
1061,4.361035811313183
1062,4.029167764637998
1063,4.190731637021437
1064,4.3152213656587755
1065,5.025155676998378
1066,4.319288394958457
1067,5.026879210863383
1068,4.684654432445451
1069,4.352170403087576
1070,5.431179623814708
1071,4.905425034227742
1072,5.026879210863383
1073,4.745821028504912
1074,4.4134684476473325
1075,4.668289273172388
1076,4.196918761379249
1077,5.097253143302671
1078,3.928067424818642
1079,5.036639095633368
1080,4.226583012452764
1081,5.282107439868615
1082,5.15807189063205
1083,4.445865179504972
1084,4.660233922664801
1085,4.827503235444528
1086,5.026879210863383
1087,4.339554283357973
1088,4.2768383614070915
1089,4.266958017712543
1090,4.905425034227742
1091,5.025155676998378
1092,4.936955778794254
1093,4.950088915502205
1094,5.546979347427845
1095,5.025155676998378
1096,4.170904750608021
1097,4.8387662954141435
1098,6.4908983435779914
1099,4.284287059206595
1100,4.243516998250488
1101,5.333435053727618
1102,5.16902676181664
1103,4.086465514419344
1104,4.491248084690859
1105,4.382084856386396
1106,4.629111663689801
1107,5.517517074074592
1108,5.370016475420051
1109,4.930770852494769
1110,5.86713259010143
1111,4.9518107491370325
1112,4.424618594067088
1113,5.026879210863383
1114,5.490169878465101
1115,4.78617381555577
1116,4.221398173817939
1117,4.803659391845926
1118,5.1010524600991705
1119,5.046037994765143
1120,4.8062726101398265
1121,4.790562296772265
1122,5.100821102744886
1123,5.263048981178362
1124,4.591457113930842
1125,4.344455789858956
1126,4.156392684931995
1127,5.026503995971321
1128,4.8139592288859845
1129,4.278234990843923
1130,4.314440394156334
1131,5.288907419979205
1132,4.872650309393765
1133,4.248212082671465
1134,4.243989849037364
1135,4.255251779876158
1136,4.756670648819271
1137,5.013811251404011
1138,4.805886145851296
1139,5.253406740629675
1140,5.68834143853476
1141,4.805350350719645
1142,5.038282265054816
1143,4.407393439219978
1144,5.173697177928071
1145,5.1550756181589605
1146,4.230508668252792
1147,4.421137526727306
1148,5.243569422480796
1149,4.673866669953371
1150,5.587166701471099
1151,4.760468499458644
1152,4.818417265459821
1153,5.363241624160596
1154,5.612730098151211
1155,4.3298281040375395
1156,4.132276994943996
1157,4.349552659537769
1158,5.547899083858996
1159,4.7337518917056505
1160,3.9808946238689136
1161,5.132970427178933
1162,3.9817126356052976
1163,5.034915561768363
1164,4.8801434554337675
1165,5.0278674842732505
1166,4.428155619834367
1167,4.487068819572748
1168,5.349672500305727
1169,5.097104641718343
1170,4.854113848037328
1171,4.741140985473616
1172,4.334505406235901
1173,4.612708471163466
1174,3.947605987169681
1175,5.610113785048402
1176,4.297845776632368
1177,5.546946998066488
1178,4.813071917811004
1179,5.725373303302067
1180,4.330180290919793
1181,5.301042724360205
1182,5.336046716976334
1183,4.391492959276965
1184,4.83617866557301
1185,5.093673464827544
1186,5.036278109995158
1187,4.646108026796903
1188,4.1133810508421025
1189,4.3401125867768116
1190,4.811579380849362
1191,5.026879210863383
1192,6.23772226326365
1193,5.133445420516772
1194,4.30601778257676
1195,4.309028557035931
1196,4.1912033923782
1197,4.359046425981255
1198,5.181160713763181
1199,4.272270593457733
1200,4.3896998714744715
1201,4.337293681829885
1202,4.37912709108905
1203,6.0709690677188455
1204,4.720486886043343
1205,5.026879210863383
1206,4.95026012014465
1207,5.025155676998378
1208,5.150130965463445
1209,3.886230123760663
1210,4.74545907637815
1211,4.811835180573144
1212,4.435457650293163
1213,4.8009527347560015
1214,4.873662530639703
1215,4.7679811016730955
1216,4.296200546203146
1217,4.281792344486012
1218,4.024239791748524
1219,4.311892324692732
1220,5.036639095633368
1221,5.7976237373882205
1222,4.8917424541096315
1223,5.805319950631969
1224,5.174038112433736
1225,4.378488823784647
1226,4.673374457900412
1227,5.025155676998378
1228,5.036639095633368
1229,4.210846776985402
1230,4.303795028003069
1231,5.665683081681916
1232,5.179667150008558
1233,4.013627978653007
1234,5.149047348028789
1235,5.034915561768363
1236,5.26135664065816
1237,4.071672100014749
1238,4.22152010261841
1239,5.128841583284095
1240,4.484238846029309
1241,4.40520352717985
1242,4.194839903062637
1243,4.6287068832287215
1244,5.1390386340145175
1245,4.1324726085714865
1246,5.964521827585613
1247,4.140869918536203
1248,5.26502831028987
1249,4.281687932130841
1250,5.025155676998378
1251,4.0926083436685055
1252,4.156160368791148
1253,4.489844577825579
1254,5.805496186030999
1255,5.030427357584535
1256,4.815908529763758
1257,4.124164973884348
1258,5.405256113375662
1259,4.337601001026525
1260,4.317565568052366
1261,4.785000468465373
1262,5.026879210863383
1263,6.211996239190809
1264,4.362027374355117
1265,4.634434149031754
1266,5.547080607673301
1267,4.876789454275154
1268,4.7612433389755076
1269,5.025155676998378
1270,4.472235585674107
1271,5.839507996582984
1272,5.032207570529038
1273,4.2664342416316865
1274,4.3854119738585595
1275,4.332746813095279
1276,5.118358840160608
1277,5.199856093665801
1278,4.173196162027523
1279,5.048985507566361
1280,5.572473888812928
1281,5.278501262944765
1282,5.4792445004362325
1283,4.828095769090637
1284,4.831030112863884
1285,4.7959688716916915
1286,5.250682594860458
1287,4.092264553565048
1288,4.719797232710079
1289,5.419441142148542
1290,4.844758212803227
1291,5.026879210863383
1292,5.026019004368853
1293,4.295916836080147
1294,4.254543498111864
1295,5.425298942079585
1296,4.1285177873823615
1297,5.034915561768363
1298,5.644554739719651
1299,4.807584671971866
1300,4.788421566878572
1301,4.276978452511117
1302,4.440409784356769
1303,4.832899319641348
1304,4.212386194737787
1305,5.3198348047272574
1306,4.170595989223344
1307,4.4758745956175545
1308,4.812986188494285
1309,4.194744279998471
1310,4.549899409080293
1311,4.614235530678067
1312,4.41854945336643
1313,5.269560280381743
1314,4.347410423547645
1315,4.04486122756
1316,4.815908529763758
1317,4.817598838604654
1318,4.476022342073717
1319,4.365925610819653
1320,4.300040303131337
1321,5.026879210863383
1322,4.150922165155679
1323,4.487979756377594
1324,4.355889277773169
1325,6.266197689661074
1326,4.08994958939066
1327,5.27026855316844
1328,5.210872328237974
1329,4.100589341239878
1330,5.2810550097162
1331,5.062926224188832
1332,5.1584563327221815
1333,5.025155676998378
1334,5.357882260608372
1335,4.491786945414919
1336,5.274416317305796
1337,4.474132765380153
1338,4.81093796136631
1339,4.346958574502687
1340,4.833697830588074
1341,5.026879210863383
1342,5.763188199941418
1343,4.238129121176866
1344,5.5810785055234575
1345,4.84611664844633
1346,5.036018846742377
1347,4.242545269294964
1348,4.41986293309242
1349,4.100185566081782
1350,6.200738139736876
